city,name,specialization,qualification,experience,satisfaction_rate,reviews,areas_of_interest,consultation_type,hospital_name,hospital_address,hospital_city,complete address,availability_schedule,fee,profile_url,image_url,raw_source_url
Mandi Bahauddin,Dr. Saqib Aslam,Neonatologist,"MBBS, FCPS (Paediatrics), FCPS (Neonatology)",10 Yrs,100%,16,Growth & Nutrition,Hospital,Overseas Hospital,Phalia Road,Mandi Bahauddin,"Overseas Hospital, Phalia Road, Mandi Bahauddin",Mon: 04:00 PM - 08:00 PM; Tue: 04:00 PM - 08:00 PM; Wed: 04:00 PM - 08:00 PM; Thu: 04:00 PM - 08:00 PM; Fri: 04:00 PM - 08:00 PM; Sat: 04:00 PM - 08:00 PM,1000,https://www.marham.pk/doctors/mandi-bahauddin/neonatologist/dr-saqib-aslam,https://staticconnect.marham.pk/assets/doctors/61019/dr-saqib-aslam-neonatologist-mandi-bahauddin-89_80X80.webp,https://www.marham.pk/doctors/neonatologist
Multan,Asst. Prof. Dr. Afaq Hussain,"Neonatologist, Pediatrician","MBBS, FCPS (Paediatrics), FCPS (Neonatal Paediatrics), MCPS",11 Yrs,99%,98,,Hospital,Medicare Hospital,Altaf Town,Multan,"Medicare Hospital, Altaf Town, Multan",Mon: 03:00 PM - 08:45 PM; Tue: 03:00 PM - 08:45 PM; Wed: 03:00 PM - 08:45 PM; Thu: 03:00 PM - 08:45 PM; Fri: 03:00 PM - 08:45 PM; Sat: 03:00 PM - 08:45 PM,2000,https://www.marham.pk/doctors/multan/neonatologist/asst-prof-dr-afaq-hussain,https://staticconnect.marham.pk/assets/doctors/18958/asst-prof-dr-afaq-hussain-neonatologist-multan-80_80X80.webp,https://www.marham.pk/doctors/neonatologist
Quetta,Assoc. Prof. Dr. Muhammad Tahir Zehri,"Pediatrician, Neonatologist",MBBS MCPS FCPS(peeds),10 Yrs,98%,203,"General Pediatric Care, Childhood Nutrition, Neonatology, Children Infections, Low Birth Weight Babies",Hospital,Heart And General Hospital,Model Town,Quetta,"Heart And General Hospital, Model Town, Quetta",Mon: 05:00 PM - 09:00 PM; Tue: 05:00 PM - 09:00 PM; Wed: 05:00 PM - 09:00 PM; Thu: 05:00 PM - 09:00 PM,800,https://www.marham.pk/doctors/quetta/pediatrician/assoc-prof-dr-muhammad-tahir-zehri,https://staticconnect.marham.pk/assets/doctors/7431/assoc-prof-dr-muhammad-tahir-zehri-pediatrician-quetta-27_80X80.webp,https://www.marham.pk/doctors/neonatologist
Lahore,Dr. Mueen Mohyuddin,"Pediatrician, Neonatologist","MBBS, Diplomate American Board of Pediatrics, Diplomate American Sub-Board of Neonatal Perinatal Medicine",34 Yrs,95%,56,"Childhood Growth & Development, Neonatology, Blood Diseases, Vaccination",Hospital,Evercare Hospital,Nespak Housing Scheme,Lahore,"Evercare Hospital, Nespak Housing Scheme, Lahore",Mon: 12:00 PM - 02:00 PM; Tue: 12:00 PM - 02:00 PM; Wed: 12:00 PM - 02:00 PM; Thu: 12:00 PM - 02:00 PM; Fri: 12:00 PM - 02:00 PM; Sat: 12:00 PM - 02:00 PM,3500,https://www.marham.pk/doctors/lahore/pediatrician/dr-mueen-mohyuddin,https://staticconnect.marham.pk/assets/doctors/12030/dr-mueen-mohyuddin-pediatrician-lahore-7_80X80.webp,https://www.marham.pk/doctors/neonatologist
Lahore,Asst. Prof. Dr. Waheed Ahmad,Neonatologist,"MBBS, DCH, MRCPCH ( London)",22 Yrs,88%,8,Preventive Pediatrics Pediatric Psychology,Video Consultation,Video Consultation,Garden Town,Lahore,Video Consultation,Mon: 05:00 PM - 09:00 PM; Tue: 05:00 PM - 09:00 PM; Wed: 05:00 PM - 09:00 PM; Thu: 05:00 PM - 09:00 PM; Fri: 05:00 PM - 09:00 PM; Sat: 05:00 PM - 09:00 PM; Sun: 05:00 PM - 09:00 PM,"1,500",https://www.marham.pk/online-consultation/neonatologist/lahore/asst-prof-dr-waheed-ahmad-23480,https://staticconnect.marham.pk/assets/doctors/23480/dr-waheed-ahmad-neonatologist-lahore-42_80X80.webp,https://www.marham.pk/doctors/neonatologist
Lahore,Asst. Prof. Dr. Waheed Ahmad,Neonatologist,"MBBS, DCH, MRCPCH ( London)",22 Yrs,88%,8,Preventive Pediatrics Pediatric Psychology,Hospital,Amna Medical and Children Clinic,Wapda town phase 1,Lahore,"Amna Medical and Children Clinic, Wapda town phase 1, Lahore",Mon: 11:00 AM - 10:00 PM; Tue: 11:00 AM - 10:00 PM; Wed: 11:00 AM - 10:00 PM; Thu: 11:00 AM - 10:00 PM; Fri: 11:00 AM - 10:00 PM; Sat: 11:00 AM - 10:00 PM,1500,https://www.marham.pk/online-consultation/neonatologist/lahore/asst-prof-dr-waheed-ahmad-23480,https://staticconnect.marham.pk/assets/doctors/23480/dr-waheed-ahmad-neonatologist-lahore-42_80X80.webp,https://www.marham.pk/doctors/neonatologist
Karachi,Dr. Aleeza Shahid,"Pediatrician, Neonatologist","MBBS, Licensed UK Doctor",3 Yrs,100%,72,"General Pediatric Care, Neonatology, Children Infections, Fever In Children",Video Consultation,Video Consultation,Garden Town,Karachi,Video Consultation,"Mon: 11:00 AM - 02:00 PM, 07:30 PM - 10:00 PM; Tue: 11:00 AM - 02:00 PM, 07:30 PM - 10:00 PM; Wed: 11:00 AM - 02:00 PM, 07:30 PM - 10:00 PM; Thu: 11:00 AM - 02:00 PM, 07:30 PM - 10:00 PM; Fri: 11:00 AM - 02:00 PM, 07:30 PM - 10:00 PM; Sat: 11:00 AM - 02:00 PM, 07:30 PM - 10:00 PM",500,https://www.marham.pk/online-consultation/pediatrician/karachi/dr-aleeza-shahid-38989,https://staticconnect.marham.pk/assets/doctors/38989/aleeza-shahid-pediatrician-karachi-45_80X80.webp,https://www.marham.pk/doctors/neonatologist
Okara,Dr. Muhammad Sheraz Faisal Baloch,"Neonatologist, Pediatrician","MBBS, MRCPI in Paediatrics, Diploma in child health/paediatrics",10 Yrs,100%,2,Childhood Growth & Development,Video Consultation,Video Consultation,Garden Town,Okara,Video Consultation,Mon: 08:00 AM - 10:00 PM; Tue: 08:00 AM - 10:00 PM; Wed: 08:00 AM - 10:00 PM; Thu: 08:00 AM - 10:00 PM; Fri: 08:00 AM - 10:00 PM; Sat: 08:00 AM - 10:00 PM,"1,000",https://www.marham.pk/doctors/okara/neonatologist/dr-muhammad-sheraz-faisal-baloch,https://staticconnect.marham.pk/assets/doctors/7678/dr-sheraz-faisal-pediatrics-okara-35_80X80.webp,https://www.marham.pk/doctors/neonatologist
Okara,Dr. Muhammad Sheraz Faisal Baloch,"Neonatologist, Pediatrician","MBBS, MRCPI in Paediatrics, Diploma in child health/paediatrics",10 Yrs,100%,2,Childhood Growth & Development,Hospital,National hospital Depalpur,Haveli Depalpur,Okara,"National hospital Depalpur, Haveli Depalpur, Okara",Mon: 02:00 PM - 08:00 PM; Tue: 02:00 PM - 08:00 PM; Wed: 02:00 PM - 08:00 PM; Thu: 02:00 PM - 08:00 PM; Fri: 02:00 PM - 08:00 PM; Sat: 02:00 PM - 08:00 PM,1000,https://www.marham.pk/doctors/okara/neonatologist/dr-muhammad-sheraz-faisal-baloch,https://staticconnect.marham.pk/assets/doctors/7678/dr-sheraz-faisal-pediatrics-okara-35_80X80.webp,https://www.marham.pk/doctors/neonatologist
Karachi,Dr. Sadia Abbasi,"Pediatrician, Neonatologist","MBBS, MCPS (Pediatrics)",20 Yrs,100%,1,"General Pediatric Care, Childhood Nutrition, Childhood Growth & Development",Video Consultation,Video Consultation,Garden Town,Karachi,Video Consultation,Tue: 06:00 PM - 08:00 PM; Thu: 06:00 PM - 08:00 PM,"2,000",https://www.marham.pk/online-consultation/pediatrician/karachi/dr-sadia-abbasi-14322,https://static.marham.pk/assets/images/doctor-photo-female-8080.webp,https://www.marham.pk/doctors/neonatologist
Karachi,Dr. Adeel Khalid,"Pediatrician, Neonatologist","MBBS, FCPS (Pediatrics)",8 Yrs,,,"Nutrition Assessment, Children Infections, Blood Diseases",Video Consultation,Video Consultation,Garden Town,Karachi,Video Consultation,Mon: 05:00 PM - 06:30 PM; Thu: 05:00 PM - 06:30 PM,"2,000",https://www.marham.pk/online-consultation/pediatrician/karachi/dr-adeel-khalid-14327,https://static.marham.pk/assets/images/doctor-photo-male-8080.webp,https://www.marham.pk/doctors/neonatologist
Lahore,Dr. Khalid Rashid,"Pediatrician, Neonatologist","MBBS, DCH (Diploma in Child Health) Ireland, MRCP (London), MRCPCH (UK)",35 Yrs,,,"Childhood Nutrition, Neonatology, Children Infections, Vaccination",Hospital,National Hospital and Medical Center,DHA Phase 1,Lahore,"National Hospital and Medical Center, DHA Phase 1, Lahore",Mon: 11:00 AM - 02:00 PM; Tue: 11:00 AM - 02:00 PM; Wed: 11:00 AM - 02:00 PM; Thu: 11:00 AM - 02:00 PM; Fri: 11:00 AM - 02:00 PM,3500,https://www.marham.pk/doctors/lahore/pediatrician/dr-khalid-rashid,https://staticconnect.marham.pk/assets/doctors/14521/dr-khalid-rashid-pediatrician-lahore-76_80X80.webp,https://www.marham.pk/doctors/neonatologist
Lahore,Prof. Dr. Salman Tahir Shafi,Nephrologist,"MBBS, DABIM, DABN",20 Yrs,92%,577,"General Nephrology, Dialysis, Kidney Transplantation, Nephrology",Video Consultation,Video Consultation,Garden Town,Lahore,Video Consultation,Mon: 03:00 PM - 03:40 PM; Tue: 03:00 PM - 03:40 PM; Wed: 03:00 PM - 03:40 PM; Thu: 03:00 PM - 03:40 PM; Fri: 03:00 PM - 03:40 PM; Sat: 03:00 PM - 03:40 PM,"3,000",https://www.marham.pk/online-consultation/nephrologist/lahore/prof-dr-salman-tahir-shafi-7482,https://staticconnect.marham.pk/assets/doctors/7482/dr-salman-tahir-shafi-nephrologist-lahore_80X80.webp,https://www.marham.pk/doctors/nephrologist
Lahore,Prof. Dr. Salman Tahir Shafi,Nephrologist,"MBBS, DABIM, DABN",20 Yrs,92%,577,"General Nephrology, Dialysis, Kidney Transplantation, Nephrology",Hospital,Farooq Hospital (Westwood Branch),Thokar Niaz Baig,Lahore,"Farooq Hospital (Westwood Branch), Thokar Niaz Baig, Lahore","Mon: 11:00 AM - 01:30 PM, 04:00 PM - 06:30 PM; Tue: 11:00 AM - 01:30 PM, 04:00 PM - 06:30 PM; Wed: 11:00 AM - 01:30 PM, 04:00 PM - 06:30 PM; Thu: 11:00 AM - 01:30 PM, 04:00 PM - 06:30 PM; Fri: 11:00 AM - 01:30 PM, 04:00 PM - 06:30 PM; Sat: 11:00 AM - 01:30 PM; Sun: 11:00 AM - 12:00 PM",3000,https://www.marham.pk/online-consultation/nephrologist/lahore/prof-dr-salman-tahir-shafi-7482,https://staticconnect.marham.pk/assets/doctors/7482/dr-salman-tahir-shafi-nephrologist-lahore_80X80.webp,https://www.marham.pk/doctors/nephrologist
Karachi,Asst. Prof. Dr. Asma Naveed,Nephrologist,"MBBS, FCPS (Nephrology)",17 Yrs,98%,50,,Video Consultation,Video Consultation,Garden Town,Karachi,Video Consultation,Mon: 10:00 AM - 10:00 PM; Tue: 10:00 AM - 10:00 PM; Wed: 10:00 AM - 10:00 PM; Thu: 10:00 AM - 10:00 PM; Fri: 10:00 AM - 10:00 PM; Sat: 10:00 AM - 10:00 PM; Sun: 10:00 AM - 10:00 PM,"1,000",https://www.marham.pk/online-consultation/nephrologist/karachi/asst-prof-dr-asma-naveed-34673,https://staticconnect.marham.pk/assets/doctors/34673/asma-naveed-nephrologist-karachi-92_80X80.webp,https://www.marham.pk/doctors/nephrologist
Karachi,Asst. Prof. Dr. Asma Naveed,Nephrologist,"MBBS, FCPS (Nephrology)",17 Yrs,98%,50,,Hospital,Executive Clinics & Daycare,DHA,Karachi,"Executive Clinics & Daycare, DHA, Karachi",Mon: 01:00 PM - 02:00 PM; Tue: 01:00 PM - 02:00 PM; Wed: 01:00 PM - 02:00 PM; Thu: 01:00 PM - 02:00 PM; Fri: 01:00 PM - 02:00 PM,2000,https://www.marham.pk/online-consultation/nephrologist/karachi/asst-prof-dr-asma-naveed-34673,https://staticconnect.marham.pk/assets/doctors/34673/asma-naveed-nephrologist-karachi-92_80X80.webp,https://www.marham.pk/doctors/nephrologist
Karachi,Asst. Prof. Dr. Asma Naveed,Nephrologist,"MBBS, FCPS (Nephrology)",17 Yrs,98%,50,,Hospital,Burhani Hospital,New Chali,Karachi,"Burhani Hospital, New Chali, Karachi",Mon: 07:00 PM - 08:00 PM; Wed: 07:00 PM - 08:00 PM; Fri: 07:00 PM - 08:00 PM,1500,https://www.marham.pk/online-consultation/nephrologist/karachi/asst-prof-dr-asma-naveed-34673,https://staticconnect.marham.pk/assets/doctors/34673/asma-naveed-nephrologist-karachi-92_80X80.webp,https://www.marham.pk/doctors/nephrologist
Karachi,Asst. Prof. Dr. Asma Naveed,Nephrologist,"MBBS, FCPS (Nephrology)",17 Yrs,98%,50,,Hospital,Altamash General Hospital,Clifton,Karachi,"Altamash General Hospital, Clifton, Karachi",Mon: 12:00 PM - 01:00 PM; Tue: 12:00 PM - 01:00 PM; Wed: 12:00 PM - 01:00 PM; Thu: 12:00 PM - 01:00 PM; Fri: 12:00 PM - 01:00 PM; Sat: 12:00 PM - 01:00 PM,2000,https://www.marham.pk/online-consultation/nephrologist/karachi/asst-prof-dr-asma-naveed-34673,https://staticconnect.marham.pk/assets/doctors/34673/asma-naveed-nephrologist-karachi-92_80X80.webp,https://www.marham.pk/doctors/nephrologist
Lahore,Prof. Dr. Abid Latif Qureshi,Nephrologist,"MBBS, FCPS (Nephrology), CSN (RCP UK)",22 Yrs,97%,29,,Video Consultation,Video Consultation,Garden Town,Lahore,Video Consultation,"Mon: 11:00 AM - 02:45 PM, 11:00 AM - 03:00 PM; Tue: 11:00 AM - 02:45 PM, 11:00 AM - 03:00 PM; Wed: 11:00 AM - 02:45 PM, 11:00 AM - 03:00 PM; Thu: 11:00 AM - 02:45 PM, 11:00 AM - 03:00 PM; Fri: 11:00 AM - 02:45 PM, 11:00 AM - 03:00 PM","3,000",https://www.marham.pk/doctors/islamabad/nephrologist/prof-dr-abid-latif-qureshi,https://staticconnect.marham.pk/assets/doctors/30354/prof-dr-abid-latif-qureshi-nephrologist-islamabad-28_80X80.webp,https://www.marham.pk/doctors/nephrologist
Islamabad,Prof. Dr. Abid Latif Qureshi,Nephrologist,"MBBS, FCPS (Nephrology), CSN (RCP UK)",22 Yrs,97%,29,,Hospital,Advanced International Hospital,G-8 Markaz,Islamabad,"Advanced International Hospital, G-8 Markaz, Islamabad",Mon: 11:00 AM - 01:00 PM; Tue: 11:00 AM - 01:00 PM; Wed: 11:00 AM - 01:00 PM; Thu: 11:00 AM - 01:00 PM; Fri: 11:00 AM - 01:00 PM,2500,https://www.marham.pk/doctors/islamabad/nephrologist/prof-dr-abid-latif-qureshi,https://staticconnect.marham.pk/assets/doctors/30354/prof-dr-abid-latif-qureshi-nephrologist-islamabad-28_80X80.webp,https://www.marham.pk/doctors/nephrologist
Islamabad,Prof. Dr. Abid Latif Qureshi,Nephrologist,"MBBS, FCPS (Nephrology), CSN (RCP UK)",22 Yrs,97%,29,,Hospital,Ali Medical Centre,Sector F,Islamabad,"Ali Medical Centre, Sector F, Islamabad",Mon: 01:00 PM - 03:00 PM; Tue: 01:00 PM - 03:00 PM; Wed: 01:00 PM - 03:00 PM; Thu: 01:00 PM - 03:00 PM; Fri: 01:00 PM - 03:00 PM,4000,https://www.marham.pk/doctors/islamabad/nephrologist/prof-dr-abid-latif-qureshi,https://staticconnect.marham.pk/assets/doctors/30354/prof-dr-abid-latif-qureshi-nephrologist-islamabad-28_80X80.webp,https://www.marham.pk/doctors/nephrologist
Islamabad,Prof. Dr. Abid Latif Qureshi,Nephrologist,"MBBS, FCPS (Nephrology), CSN (RCP UK)",22 Yrs,97%,29,,Hospital,General Practice Hospital,Blue Area,Islamabad,"General Practice Hospital, Blue Area, Islamabad",Tue: 07:30 PM - 08:30 PM; Thu: 07:30 PM - 08:30 PM,3500,https://www.marham.pk/doctors/islamabad/nephrologist/prof-dr-abid-latif-qureshi,https://staticconnect.marham.pk/assets/doctors/30354/prof-dr-abid-latif-qureshi-nephrologist-islamabad-28_80X80.webp,https://www.marham.pk/doctors/nephrologist
Gujranwala,Asst. Prof. Dr. Usman Khalid Cheema,Nephrologist,"MBBS, MD (Nephrology), FELLOWSHIP IN PERITONEAL DIALYSIS, MRCP (Nephrology) (UK)",11 Yrs,95%,444,"Dialysis, Fluid & Electrolyte Disorder, Kidney Diseases, Diabetes Mellitus",Hospital,Medcare International Hospital,Civil Lines,Gujranwala,"Medcare International Hospital, Civil Lines, Gujranwala",Mon: 09:00 PM - 11:00 PM; Tue: 09:00 PM - 11:00 PM; Wed: 09:00 PM - 11:00 PM; Thu: 09:00 PM - 11:00 PM; Fri: 09:00 PM - 11:00 PM; Sat: 01:00 PM - 06:00 PM,1500,https://www.marham.pk/doctors/gujranwala/nephrologist/asst-prof-dr-usman-khalid-cheema,https://staticconnect.marham.pk/assets/doctors/8874/dr-usman-khalid-cheema-nephrologist-gujranwala-5_80X80.webp,https://www.marham.pk/doctors/nephrologist
Sargodha,Asst. Prof. Dr. Wajid Abdullah Awan,Nephrologist,"MBBS, FCPS Nephrology",10 Yrs,88%,36,"Dialysis, Nephrology, Kidney Issues, Hemodialysis",Video Consultation,Video Consultation,Garden Town,Sargodha,Video Consultation,Mon: 09:00 AM - 10:00 AM; Tue: 09:00 AM - 10:00 AM; Wed: 09:00 AM - 10:00 AM; Thu: 09:00 AM - 10:00 AM; Sat: 09:00 AM - 10:00 AM,"2,000",https://www.marham.pk/doctors/sargodha/nephrologist/asst-prof-dr-wajid-abdullah-awan,https://staticconnect.marham.pk/assets/doctors/65014/dr-wajid-abdullah-awan-nephrologist-sargodha-99_80X80.webp,https://www.marham.pk/doctors/nephrologist
Jauharabad,Asst. Prof. Dr. Wajid Abdullah Awan,Nephrologist,"MBBS, FCPS Nephrology",10 Yrs,88%,36,"Dialysis, Nephrology, Kidney Issues, Hemodialysis",Hospital,Punjab Medical Complex,College Road,Jauharabad,"Punjab Medical Complex, College Road, Jauharabad",Fri: 11:00 AM - 04:00 PM,1800,https://www.marham.pk/doctors/sargodha/nephrologist/asst-prof-dr-wajid-abdullah-awan,https://staticconnect.marham.pk/assets/doctors/65014/dr-wajid-abdullah-awan-nephrologist-sargodha-99_80X80.webp,https://www.marham.pk/doctors/nephrologist
Sargodha,Asst. Prof. Dr. Wajid Abdullah Awan,Nephrologist,"MBBS, FCPS Nephrology",10 Yrs,88%,36,"Dialysis, Nephrology, Kidney Issues, Hemodialysis",Hospital,Novocare International Hospital,Sargodha,Sargodha,"Novocare International Hospital, Sargodha, Sargodha",Mon: 11:00 AM - 04:29 PM; Tue: 11:00 AM - 04:29 PM; Wed: 11:00 AM - 04:29 PM; Thu: 11:00 AM - 04:29 PM; Sat: 11:00 AM - 04:29 PM,1800,https://www.marham.pk/doctors/sargodha/nephrologist/asst-prof-dr-wajid-abdullah-awan,https://staticconnect.marham.pk/assets/doctors/65014/dr-wajid-abdullah-awan-nephrologist-sargodha-99_80X80.webp,https://www.marham.pk/doctors/nephrologist
Lahore,Dr. Hafiz Bilal Rasool Ramay,"Nephrologist, Diabetologist, Medical Specialist","MBBS (K.E), MRCP (UK), FCPS (Nephrology), ESCE (Nephrology) UK , CHPE (LGU)",12 Yrs,96%,295,"Fluid & Electrolyte Disorder, Uric Acid, Kidney Diseases, Diabetes Mellitus",Video Consultation,Video Consultation,Garden Town,Lahore,Video Consultation,Mon: 10:00 PM - 11:00 PM; Tue: 10:00 PM - 11:00 PM; Wed: 10:00 PM - 11:00 PM; Thu: 10:00 PM - 11:00 PM; Fri: 10:00 PM - 11:00 PM,"2,000",https://www.marham.pk/doctors/lahore/nephrologist/dr-hafiz-bilal-rasool-ramay,https://staticconnect.marham.pk/assets/doctors/9395/dr-hafiz-bilal-rasool-ramay-nephrologist-lahore-92_80X80.webp,https://www.marham.pk/doctors/nephrologist
Lahore,Dr. Hafiz Bilal Rasool Ramay,"Nephrologist, Diabetologist, Medical Specialist","MBBS (K.E), MRCP (UK), FCPS (Nephrology), ESCE (Nephrology) UK , CHPE (LGU)",12 Yrs,96%,295,"Fluid & Electrolyte Disorder, Uric Acid, Kidney Diseases, Diabetes Mellitus",Hospital,Fauji Foundation Hospital,Cantt,Lahore,"Fauji Foundation Hospital, Cantt, Lahore",Mon: 09:00 AM - 02:00 PM; Tue: 09:00 AM - 02:00 PM; Wed: 09:00 AM - 02:00 PM; Thu: 09:00 AM - 02:00 PM; Fri: 09:00 AM - 12:30 PM; Sat: 09:00 AM - 02:00 PM,2000,https://www.marham.pk/doctors/lahore/nephrologist/dr-hafiz-bilal-rasool-ramay,https://staticconnect.marham.pk/assets/doctors/9395/dr-hafiz-bilal-rasool-ramay-nephrologist-lahore-92_80X80.webp,https://www.marham.pk/doctors/nephrologist
Lahore,Dr. Hafiz Bilal Rasool Ramay,"Nephrologist, Diabetologist, Medical Specialist","MBBS (K.E), MRCP (UK), FCPS (Nephrology), ESCE (Nephrology) UK , CHPE (LGU)",12 Yrs,96%,295,"Fluid & Electrolyte Disorder, Uric Acid, Kidney Diseases, Diabetes Mellitus",Hospital,Ramay Clinic,Bedian Road,Lahore,"Ramay Clinic, Bedian Road, Lahore",Mon: 05:00 PM - 09:00 PM; Tue: 05:00 PM - 09:00 PM; Wed: 05:00 PM - 09:00 PM; Thu: 05:00 PM - 09:00 PM; Fri: 05:00 PM - 09:00 PM; Sat: 05:00 PM - 09:00 PM,1500,https://www.marham.pk/doctors/lahore/nephrologist/dr-hafiz-bilal-rasool-ramay,https://staticconnect.marham.pk/assets/doctors/9395/dr-hafiz-bilal-rasool-ramay-nephrologist-lahore-92_80X80.webp,https://www.marham.pk/doctors/nephrologist
Rahim Yar Khan,Prof. Dr. Abid Hussain,Nephrologist,"MBBS, MCPS (Med), FCPS (Nephrology)",20 Yrs,95%,359,Dialysis,Hospital,Hamza Medicare Hospital,Officers Colony,Rahim Yar Khan,"Hamza Medicare Hospital, Officers Colony, Rahim Yar Khan",Mon: 02:00 PM - 06:00 PM; Tue: 02:00 PM - 06:00 PM; Wed: 02:00 PM - 06:00 PM; Thu: 02:00 PM - 06:00 PM; Sat: 02:00 PM - 06:00 PM,1500,https://www.marham.pk/doctors/rahim-yar-khan/nephrologist/prof-dr-abid-hussain,https://staticconnect.marham.pk/assets/doctors/7111/dr-abid-hussain-nephrologist-rahim-yar-khan_24_80X80.webp,https://www.marham.pk/doctors/nephrologist
Lahore,Dr. Hameed Tajamal Khan,Nephrologist,"MBBS, MD (USA), FRCPS (Glasgow), MRCP (Glasgow), FCPS (Nephrology)",29 Yrs,99%,453,"Dialysis, Uric Acid, Kidney Diseases, Diabetes Mellitus",Hospital,Doctors Hospital,Johar Town,Lahore,"Doctors Hospital, Johar Town, Lahore",Mon: 11:00 AM - 03:00 PM; Fri: 11:00 AM - 03:00 PM,6000,https://www.marham.pk/doctors/lahore/nephrologist/dr-hameed-tajamal-khan,https://staticconnect.marham.pk/assets/doctors/238/dr-hameed-tajamal-nephrologist-lahore_80X80.webp,https://www.marham.pk/doctors/nephrologist
Lahore,Dr. Hameed Tajamal Khan,Nephrologist,"MBBS, MD (USA), FRCPS (Glasgow), MRCP (Glasgow), FCPS (Nephrology)",29 Yrs,99%,453,"Dialysis, Uric Acid, Kidney Diseases, Diabetes Mellitus",Hospital,Dr. Hameed Clinic,DHA,Lahore,"Dr. Hameed Clinic, DHA, Lahore",Tue: 05:00 PM - 06:30 PM; Thu: 05:00 PM - 06:30 PM; Sat: 12:00 PM - 01:30 PM,6000,https://www.marham.pk/doctors/lahore/nephrologist/dr-hameed-tajamal-khan,https://staticconnect.marham.pk/assets/doctors/238/dr-hameed-tajamal-nephrologist-lahore_80X80.webp,https://www.marham.pk/doctors/nephrologist
Islamabad,Prof. Dr. Adeel Iqbal,Nephrologist,"MBBS, FCPS Nephrology",20 Yrs,97%,37,,Video Consultation,Video Consultation,Garden Town,Islamabad,Video Consultation,Mon: 02:00 PM - 10:00 PM; Tue: 02:00 PM - 10:00 PM; Wed: 02:00 PM - 10:00 PM; Thu: 02:00 PM - 10:00 PM; Fri: 02:00 PM - 10:00 PM; Sat: 02:00 PM - 10:00 PM; Sun: 02:00 PM - 10:00 PM,500,https://www.marham.pk/online-consultation/nephrologist/islamabad/prof-dr-adeel-iqbal-64064,https://staticconnect.marham.pk/assets/doctors/64064/prof-dr-adeel-iqbal-nephrologist-islamabad-65_80X80.webp,https://www.marham.pk/doctors/nephrologist
Islamabad,Dr. Novara Fatima,Nephrologist,"MBBS, FCPS (Nephrology)",7 Yrs,98%,108,"General Nephrology, Dialysis, Kidney Transplantation, Hemodialysis",Video Consultation,Video Consultation,Garden Town,Islamabad,Video Consultation,Mon: 09:00 AM - 11:45 PM; Tue: 09:00 AM - 11:45 PM; Wed: 09:00 AM - 11:45 PM; Thu: 09:00 AM - 11:45 PM; Fri: 09:00 AM - 11:45 PM; Sat: 09:00 AM - 11:45 PM; Sun: 09:00 AM - 11:45 PM,"1,200",https://www.marham.pk/online-consultation/nephrologist/islamabad/dr-novara-fatima-36433,https://staticconnect.marham.pk/assets/doctors/36433/novara-fatima-nephrologist-lahore-42_80X80.webp,https://www.marham.pk/doctors/nephrologist
Peshawar,Dr. Muhammad Shahzad,"Urologist, Sexologist, Andrologist, Nephrologist","MBBS, FCPS, FICS(USA)",28 Yrs,92%,414,"UroOncology, Prostate Diseases, Stone Diseases, Kidney Stones",Hospital,Institute Of Kidney Diseases,Hayatabad,Peshawar,"Institute Of Kidney Diseases, Hayatabad, Peshawar",Mon: 05:00 PM - 09:00 PM; Tue: 05:00 PM - 09:00 PM; Wed: 05:00 PM - 09:00 PM; Thu: 05:00 PM - 09:00 PM; Fri: 05:00 PM - 09:00 PM,1500,https://www.marham.pk/doctors/peshawar/urologist/dr-muhammad-shahzad,https://staticconnect.marham.pk/assets/doctors/7010/dr-muhammad-shehzad-urologist-peshawar-16_80X80.webp,https://www.marham.pk/doctors/nephrologist
Karachi,Asst. Prof. Dr. Ayesha Ejaz,Nephrologist,"MBBS, FCPS (Nephrology)",9 Yrs,98%,47,"General Nephrology, Dialysis, Kidney Issues, Hemodialysis",Video Consultation,Video Consultation,Garden Town,Karachi,Video Consultation,Mon: 03:00 PM - 09:00 PM; Tue: 03:00 PM - 09:00 PM; Wed: 03:00 PM - 09:00 PM; Thu: 03:00 PM - 09:00 PM; Fri: 03:00 PM - 09:00 PM; Sat: 03:00 PM - 09:00 PM,"1,300",https://www.marham.pk/online-consultation/nephrologist/karachi/asst-prof-dr-ayesha-ejaz-38852,https://staticconnect.marham.pk/assets/doctors/38852/ayesha-ejaz-nephrologist-lahore-36_80X80.webp,https://www.marham.pk/doctors/nephrologist
Karachi,Asst. Prof. Dr. Ayesha Ejaz,Nephrologist,"MBBS, FCPS (Nephrology)",9 Yrs,98%,47,"General Nephrology, Dialysis, Kidney Issues, Hemodialysis",Hospital,Imam Clinic,North Nazimabad,Karachi,"Imam Clinic, North Nazimabad, Karachi",Tue: 08:30 PM - 09:30 PM; Thu: 08:30 PM - 09:30 PM,1500,https://www.marham.pk/online-consultation/nephrologist/karachi/asst-prof-dr-ayesha-ejaz-38852,https://staticconnect.marham.pk/assets/doctors/38852/ayesha-ejaz-nephrologist-lahore-36_80X80.webp,https://www.marham.pk/doctors/nephrologist
